category_slug,category_name,category_url,product_url,title,vendor,price_current_text,price_current_value,price_compare_text,price_compare_value,currency,sale_badge,sold_out,weight_carat,clarity,size_mm,colour,shape_cut,origin,heated,certificate,sku,desc_h2,desc_h4,raw_description_text,product_id,variant_id,og_image,image_urls_concat,scraped_at
ceylon-sapphire,Collection: Sapphires,https://jngems.com/collections/ceylon-sapphire,https://jngems.com/products/2-73-carat-natural-teal-sapphire,2.73 carat Natural Teal Sapphire,J N Gems,"Rs 292,800.00",292800.0,,,LKR,True,False,2.73,Loupe Clean,5 mm,Greenish Blue,Mix oval Cut,Madagascar,true,,,Teal Sapphire,,"Weight (carat): 2.73 Clarity: Loupe Clean Size: 5 mm Colour: Greenish Blue Shape and Cut: Mix oval Cut Origin: Madagascar Heated: true Certificate: SKU: Teal Sapphire Natural Green Sapphires. Oval shape . Excellent cutting quality Teal sapphire With its impressive clarity and vibrant color, this clean gemstone is an excellent choice for an engagement ring. Its unique color and shape add a touch of sophistication and individuality, making it a perfect symbol of your unique love story.",7325352067281,41842260050129,http://jngems.com/cdn/shop/files/273-carat-natural-teal-sapphire-774967.jpg?v=1746414785,,2025-09-02T05:29:09.529896+00:00
ceylon-sapphire,Collection: Sapphires,https://jngems.com/collections/ceylon-sapphire,https://jngems.com/products/3-31-carat-natural-blue-sapphire-1,3.31 carat Natural Blue Sapphire,J N Gems,"Rs 662,700.00",662700.0,,,LKR,True,False,1.30,Loupe Clean,9.8x7.7x4.8mm mm,Deep Blue,Oval mixed Cut,Sri Lanka,true,,,Blue Sapphire,,Weight (carat): 1.30 carat Clarity: Loupe Clean Size: 9.8x7.7x4.8mm mm Colour: Deep Blue Shape and Cut: Oval mixed Cut Origin: Sri Lanka Heated: true Certificate: SKU: Blue Sapphire Natural Blue Sapphires. Cushion shape . Excellent cutting quality,7325350691025,41842257002705,http://jngems.com/cdn/shop/files/331-carat-natural-blue-sapphire-298985.jpg?v=1746414867,,2025-09-02T05:29:14.977714+00:00
ceylon-sapphire,Collection: Sapphires,https://jngems.com/collections/ceylon-sapphire,https://jngems.com/products/1-58-carat-natural-padparadscha-sapphire,1.58 carat Natural Padparadscha Sapphire,jngems,"Rs 240,500.00",240500.0,,,LKR,True,False,1.58,Loupe Clean,7.96x6.14x3.37mm mm,Orangish Pink,Oval Step,Sri Lanka,true,,RVPD158,Padparadscha,,Weight (carat): 1.58 Clarity: Loupe Clean Size: 7.96x6.14x3.37mm mm Colour: Orangish Pink Shape and Cut: Oval Step Origin: Sri Lanka Heated: true Certificate: SKU: RVPD158 Padparadscha Natural orangish pink Padparadscha stone,7268225712337,41606896484561,http://jngems.com/cdn/shop/files/158-carat-natural-padparadscha-sapphire-742298.jpg?v=1746414856,,2025-09-02T05:29:17.411333+00:00
ceylon-sapphire,Collection: Sapphires,https://jngems.com/collections/ceylon-sapphire,https://jngems.com/products/3-53-carat-natural-white-sapphire,3.53 carat Natural White Sapphire,jngems,"Rs 339,100.00",339100.0,,,LKR,True,False,3.53,Eye Clean,9.8x8.6x5.3mm mm,White,Oval mixed cut,Sri Lanka,true,,,White Sapphire,,"Weight (carat): 3.53 Clarity: Eye Clean Size: 9.8x8.6x5.3mm mm Colour: White Shape and Cut: Oval mixed cut Origin: Sri Lanka Heated: true Certificate: SKU: White Sapphire Colorless Sapphires. White sapphires, Brilliant cut Round stone",7229407887569,41513549430993,http://jngems.com/cdn/shop/files/353-carat-natural-white-sapphire-735343.jpg?v=1746414785,,2025-09-02T05:29:19.527615+00:00
ceylon-sapphire,Collection: Sapphires,https://jngems.com/collections/ceylon-sapphire,https://jngems.com/products/natural-teal-sapphire-3,2.66 carat Natural Teal Sapphire,J N Gems,"Rs 254,300.00",254300.0,,,LKR,True,False,2.66,Loupe Clean,5 mm,Greenish Blue,Octagon,Madagascar,true,,,Teal Sapphire,,"Weight (carat): 2.66 Clarity: Loupe Clean Size: 5 mm Colour: Greenish Blue Shape and Cut: Octagon Origin: Madagascar Heated: true Certificate: SKU: Teal Sapphire Natural teal Sapphires. Octagon shape . Excellent cutting quality. teal sapphire shaped into an elegant Octagon cut, displays a mesmerizing greenish-blue hue. natural Teal sapphire With its impressive clarity and vibrant color, this clean gemstone is an excellent choice for an engagement ring. Its unique color and shape add a touch of sophistication and individuality, making it a perfect symbol of your unique love story.",7200018333905,41451417043153,http://jngems.com/cdn/shop/products/image_8a528154-ec0a-4ac2-afe0-8fcd29451eee.heic?v=1714621332,"https://jngems.com/cdn/shop/products/7ba66f0d4e0f440089b81c09a464d193.thumbnail.0000000000_530x530.jpg?v=1677989778,https://jngems.com/cdn/shop/products/image_8a528154-ec0a-4ac2-afe0-8fcd29451eee_530x@2x.heic?v=1714621332,https://jngems.com/cdn/shop/products/image_8a528154-ec0a-4ac2-afe0-8fcd29451eee_110x110@2x.heic?v=1714621332,https://jngems.com/cdn/shop/products/image_262de77a-1cc6-434b-925e-bd9e9f084806_110x110@2x.heic?v=1714621320,https://jngems.com/cdn/shop/products/image_2a901916-f066-416e-a1d7-7e76ae08905e_110x110@2x.heic?v=1714621325,https://jngems.com/cdn/shop/products/image_f91e5ca3-5803-465f-8c2b-4389cd1c0090_110x110@2x.heic?v=1714621329,https://jngems.com/cdn/shop/products/7ba66f0d4e0f440089b81c09a464d193.thumbnail.0000000000_110x110@2x.jpg?v=1677989778",2025-09-02T05:29:22.329086+00:00
ceylon-sapphire,Collection: Sapphires,https://jngems.com/collections/ceylon-sapphire,https://jngems.com/products/2-26-natural-teal-sapphire,Natural Teal Sapphire 2.58 carat,J N Gems,"Rs 262,000.00",262000.0,,,LKR,True,False,2.26,Loupe Clean,5 mm,Greenish Blue,Cushion Mixed Cut,Madagascar,true,,,Teal Sapphire,,"Weight (carat): 2.26 Clarity: Loupe Clean Size: 5 mm Colour: Greenish Blue Shape and Cut: Cushion Mixed Cut Origin: Madagascar Heated: true Certificate: SKU: Teal Sapphire Natural Teal Sapphires. Octagon shape . Excellent cutting quality. teal sapphire shaped into an elegant pear cut, Size 9.5x7.5x3.8mm displays a mesmerizing greenish-blue hue. natural Teal sapphire With its impressive clarity and vibrant color, this clean gemstone is an excellent choice for an engagement ring. Its unique color and shape add a touch of sophistication and individuality, making it a perfect symbol of your unique love story.",7200018071761,41451415863505,http://jngems.com/cdn/shop/products/natural-teal-sapphire-258-carat-881318.jpg?v=1746414818,"https://jngems.com/cdn/shop/products/2311ed3449274966ad7e0f0a04514111.thumbnail.0000000000_530x530.jpg?v=1677989292,https://jngems.com/cdn/shop/products/natural-teal-sapphire-258-carat-881318_530x@2x.jpg?v=1746414818,https://jngems.com/cdn/shop/products/natural-teal-sapphire-258-carat-881318_110x110@2x.jpg?v=1746414818,https://jngems.com/cdn/shop/products/natural-teal-sapphire-258-carat-394131_110x110@2x.jpg?v=1746414818,https://jngems.com/cdn/shop/products/natural-teal-sapphire-258-carat-740952_110x110@2x.jpg?v=1746414818,https://jngems.com/cdn/shop/products/2311ed3449274966ad7e0f0a04514111.thumbnail.0000000000_110x110@2x.jpg?v=1677989292",2025-09-02T05:29:25.108583+00:00
ceylon-sapphire,Collection: Sapphires,https://jngems.com/collections/ceylon-sapphire,https://jngems.com/products/2-37-carat-natural-white-sapphire,2.37 carat Natural White Sapphire,jngems,"Rs 246,600.00",246600.0,,,LKR,True,False,2.37,Loupe clean,8.00 mm,White,Round Mixed,Sri Lanka,true,,,White Sapphire,,"Weight (carat): 2.37 Clarity: Loupe clean Size: 8.00 mm Colour: White Shape and Cut: Round Mixed Origin: Sri Lanka Heated: true Certificate: SKU: White Sapphire Colorless Sapphires. White sapphires, Brilliant cut Round stone",7200017645777,41451414290641,http://jngems.com/cdn/shop/products/237-carat-natural-white-sapphire-871028.jpg?v=1746414783,"https://jngems.com/cdn/shop/products/9e8486700f0341a1a4fdfc8b7216261c.thumbnail.0000000000_530x530.jpg?v=1677988599,https://jngems.com/cdn/shop/products/237-carat-natural-white-sapphire-871028_530x@2x.jpg?v=1746414783,https://jngems.com/cdn/shop/products/237-carat-natural-white-sapphire-871028_110x110@2x.jpg?v=1746414783,https://jngems.com/cdn/shop/products/237-carat-natural-white-sapphire-717717_110x110@2x.jpg?v=1746414782,https://jngems.com/cdn/shop/products/237-carat-natural-white-sapphire-803052_110x110@2x.jpg?v=1746414783,https://jngems.com/cdn/shop/products/237-carat-natural-white-sapphire-760109_110x110@2x.jpg?v=1746414782,https://jngems.com/cdn/shop/products/237-carat-natural-white-sapphire-683840_110x110@2x.jpg?v=1746414783,https://jngems.com/cdn/shop/products/9e8486700f0341a1a4fdfc8b7216261c.thumbnail.0000000000_110x110@2x.jpg?v=1677988599",2025-09-02T05:29:27.672310+00:00
ceylon-sapphire,Collection: Sapphires,https://jngems.com/collections/ceylon-sapphire,https://jngems.com/products/blue-sapphire,Unheated Blue Sapphire 4.00 carat,J N Gems,"Rs 724,300.00",724300.0,,,LKR,True,False,,Eye Clean,3 mm,Medium Blue,Octagon mixed,,true,,JNBS400,Unheated Natural Blue sapphire 4.0 carat,,"Weight (carat): Clarity: Eye Clean Size: 3 mm Colour: Medium Blue Shape and Cut: Octagon mixed Origin: Heated: true Certificate: SKU: JNBS400 Unheated Natural Blue sapphire 4.0 carat Unheated natural blue sapphires in an octagon shape with excellent cutting quality and eye-clean clarity are highly desirable. A 4.0 carat stone of such quality would undoubtedly be a breathtaking centerpiece for any jewelry design, prized for its rarity and beauty. world famous sapphire for Ceylon Blue sapphires all the time",7177580937425,41396406452433,http://jngems.com/cdn/shop/products/image_8687863f-5b1e-49c8-b733-3373713bf8f9.heic?v=1724391889,"https://jngems.com/cdn/shop/products/ba191e71060e4844b913f643a765469f.thumbnail.0000000000_530x530.jpg?v=1673603582,https://jngems.com/cdn/shop/products/image_8687863f-5b1e-49c8-b733-3373713bf8f9_530x@2x.heic?v=1724391889,https://jngems.com/cdn/shop/products/image_8687863f-5b1e-49c8-b733-3373713bf8f9_110x110@2x.heic?v=1724391889,https://jngems.com/cdn/shop/products/image_8d3761ba-e518-41c1-b6bf-fa1b83a48c6a_110x110@2x.heic?v=1724391892,https://jngems.com/cdn/shop/products/image_06f0baba-b6c8-4d91-a05f-a53eba5a9faf_110x110@2x.heic?v=1724391895,https://jngems.com/cdn/shop/products/ba191e71060e4844b913f643a765469f.thumbnail.0000000000_110x110@2x.jpg?v=1673603582",2025-09-02T05:29:31.442775+00:00
ceylon-sapphire,Collection: Sapphires,https://jngems.com/collections/ceylon-sapphire,https://jngems.com/products/2-21-carat-of-natural-teal-sapphire,2.21 carat of Natural Teal sapphire,J N Gems,"Rs 185,000.00",185000.0,,,LKR,True,False,2.21,Loupe Clean,9x7x4.0mm mm,Greenish Blue,Cushion Mixed Cut,,true,,,Teal sapphire,,Weight (carat): 2.21 carat Clarity: Loupe Clean Size: 9x7x4.0mm mm Colour: Greenish Blue Shape and Cut: Cushion Mixed Cut Origin: Heated: true Certificate: SKU: Teal sapphire Natural Green Sapphires. Octagon shape . Excellent cutting quality.,7169149468881,41377570193617,http://jngems.com/cdn/shop/products/image_91cbe0ff-7c6d-4017-a9db-b1b3761b9d22.heic?v=1714621235,"https://jngems.com/cdn/shop/products/742f5616e200421d9fcfe0bef9fe4a1e.thumbnail.0000000000_530x530.jpg?v=1672049724,https://jngems.com/cdn/shop/products/image_91cbe0ff-7c6d-4017-a9db-b1b3761b9d22_530x@2x.heic?v=1714621235,https://jngems.com/cdn/shop/products/image_91cbe0ff-7c6d-4017-a9db-b1b3761b9d22_110x110@2x.heic?v=1714621235,https://jngems.com/cdn/shop/products/image_74742611-1f13-4054-a93e-206aecfed7f3_110x110@2x.heic?v=1714621228,https://jngems.com/cdn/shop/products/image_f9e09ee3-2d70-4c83-a221-45de16cf79c4_110x110@2x.heic?v=1714621231,https://jngems.com/cdn/shop/products/742f5616e200421d9fcfe0bef9fe4a1e.thumbnail.0000000000_110x110@2x.jpg?v=1672049724",2025-09-02T05:29:36.755676+00:00
ceylon-sapphire,Collection: Sapphires,https://jngems.com/collections/ceylon-sapphire,https://jngems.com/products/2-57-carat-natural-teal-sapphire,Natural Royal Blue Sapphire 2.57 carat,J N Gems,"Rs 610,300.00",610300.0,,,LKR,True,False,2.57,Loupe Clean,9.0x6.8x4.5 mm mm,Royal Blue,Cushion mixed Cut,Sri Lanka,true,,JNBS257,"Blue Royal Sapphires. Natural Blue Royal Sapphires. Cushion shape . Excellent cutting quality. Originating from Sri Lanka, renowned for producing some of the world's finest blue sapphires, this gem showcases a rich, deep hue that embodies timeless elegance. this Royal Blue Sapphire is a true masterpiece of nature's finest craftsmanship.",,"Weight (carat): 2.57 carat Clarity: Loupe Clean Size: 9.0x6.8x4.5 mm mm Colour: Royal Blue Shape and Cut: Cushion mixed Cut Origin: Sri Lanka Heated: true Certificate: SKU: JNBS257 Blue Royal Sapphires. Natural Blue Royal Sapphires. Cushion shape . Excellent cutting quality. Originating from Sri Lanka, renowned for producing some of the world's finest blue sapphires, this gem showcases a rich, deep hue that embodies timeless elegance. this Royal Blue Sapphire is a true masterpiece of nature's finest craftsmanship.",7128641536209,41278226890961,http://jngems.com/cdn/shop/products/natural-royal-blue-sapphire-257-carat-216483.jpg?v=1746414847,"https://jngems.com/cdn/shop/products/543c0bc768db4617812ff719b7335c3a.thumbnail.0000000000_530x530.jpg?v=1665892063,https://jngems.com/cdn/shop/products/natural-royal-blue-sapphire-257-carat-216483_530x@2x.jpg?v=1746414847,https://jngems.com/cdn/shop/products/natural-royal-blue-sapphire-257-carat-216483_110x110@2x.jpg?v=1746414847,https://jngems.com/cdn/shop/products/natural-royal-blue-sapphire-257-carat-622419_110x110@2x.jpg?v=1746414847,https://jngems.com/cdn/shop/products/543c0bc768db4617812ff719b7335c3a.thumbnail.0000000000_110x110@2x.jpg?v=1665892063",2025-09-02T05:29:39.328233+00:00
ceylon-sapphire,Collection: Sapphires,https://jngems.com/collections/ceylon-sapphire,https://jngems.com/products/carat-natural-teal-sapphire,1.30 carat Natural Teal Sapphire,J N Gems,"Rs 148,000.00",148000.0,,,LKR,True,False,1.30,Loupe Clean,6.5x6.0 mm mm,Medium Blue,Cushion mixed Cut,Sri Lanka,true,,,Natural Blue Sapphires. Cushion shape . Excellent cutting quality Teal Sapphire,,Weight (carat): 1.30 carat Clarity: Loupe Clean Size: 6.5x6.0 mm mm Colour: Medium Blue Shape and Cut: Cushion mixed Cut Origin: Sri Lanka Heated: true Certificate: SKU: Natural Blue Sapphires. Cushion shape . Excellent cutting quality Teal Sapphire,7128635408593,41278203461841,http://jngems.com/cdn/shop/products/image_2c7dfbd3-71a3-40fd-accc-4d47790619a5.heic?v=1714621126,"https://jngems.com/cdn/shop/products/image_2c7dfbd3-71a3-40fd-accc-4d47790619a5_530x@2x.heic?v=1714621126,https://jngems.com/cdn/shop/products/image_2c7dfbd3-71a3-40fd-accc-4d47790619a5_110x110@2x.heic?v=1714621126,https://jngems.com/cdn/shop/products/image_5006cc8b-44a2-4177-a090-8decf0d22cc6_110x110@2x.heic?v=1714621131,https://jngems.com/cdn/shop/products/image_f4d7b51d-dcaf-45bb-a6d4-c763f317c57e_110x110@2x.heic?v=1714621135",2025-09-02T05:29:41.390383+00:00
ceylon-sapphire,Collection: Sapphires,https://jngems.com/collections/ceylon-sapphire,https://jngems.com/products/4-46-carat-natural-teal-sapphire,4.46 carat Natural Teal Sapphire,J N Gems,"Rs 446,900.00",446900.0,,,LKR,True,False,4.46,Loupe Clean,9.5x8.3x6.2mm mm,Greenish Blue,Cushion mixed Cut,Madagascar,false,,,Teal Sapphire,,Weight (carat): 4.46 carat Clarity: Loupe Clean Size: 9.5x8.3x6.2mm mm Colour: Greenish Blue Shape and Cut: Cushion mixed Cut Origin: Madagascar Heated: false Certificate: SKU: Teal Sapphire Natural Green Sapphires. Octagon shape . Excellent cutting quality,7100640690385,41207102046417,http://jngems.com/cdn/shop/products/446-carat-natural-teal-sapphire-154528.jpg?v=1746414856,"https://jngems.com/cdn/shop/products/446-carat-natural-teal-sapphire-154528_530x@2x.jpg?v=1746414856,https://jngems.com/cdn/shop/products/446-carat-natural-teal-sapphire-154528_110x110@2x.jpg?v=1746414856,https://jngems.com/cdn/shop/products/446-carat-natural-teal-sapphire-560202_110x110@2x.jpg?v=1746414856,https://jngems.com/cdn/shop/products/446-carat-natural-teal-sapphire-445148_110x110@2x.jpg?v=1746414856,https://jngems.com/cdn/shop/products/446-carat-natural-teal-sapphire-902081_110x110@2x.jpg?v=1746414856,https://jngems.com/cdn/shop/products/446-carat-natural-teal-sapphire-913433_110x110@2x.jpg?v=1746414855,https://jngems.com/cdn/shop/products/image_0666b166-b7c8-4085-b6cd-b214a97f0130_110x110@2x.heic?v=1714621042",2025-09-02T05:29:43.396458+00:00
ceylon-sapphire,Collection: Sapphires,https://jngems.com/collections/ceylon-sapphire,https://jngems.com/products/2-14-carat-natural-blue-sapphire,2.14 carat Natural Blue Sapphire,J N Gems,"Rs 277,400.00",277400.0,,,LKR,True,False,2.14,Clean,7.93x6.69x4.56 mm,Intense Cornflower Blue,Cushion step,Sri Lanka,true,CGSG2917,,Blue Sapphire,,Weight (carat): 2.14 Clarity: Clean Size: 7.93x6.69x4.56 mm Colour: Intense Cornflower Blue Shape and Cut: Cushion step Origin: Sri Lanka Heated: true Certificate: CGSG2917 SKU: Blue Sapphire Natural Blue Sapphires Cushion shape,7100639281361,41207089201361,http://jngems.com/cdn/shop/products/image_739346d5-e31c-470d-858e-e2aa1b151d55.heic?v=1714620982,"https://jngems.com/cdn/shop/products/5e2a3ec87f964b38b79ad11f2e44b5ef.thumbnail.0000000000_530x530.jpg?v=1665892685,https://jngems.com/cdn/shop/products/image_739346d5-e31c-470d-858e-e2aa1b151d55_530x@2x.heic?v=1714620982,https://jngems.com/cdn/shop/products/image_739346d5-e31c-470d-858e-e2aa1b151d55_110x110@2x.heic?v=1714620982,https://jngems.com/cdn/shop/products/image_6f2e68c9-5ba6-44f8-9294-94f423b76ba9_110x110@2x.heic?v=1714620987,https://jngems.com/cdn/shop/products/5e2a3ec87f964b38b79ad11f2e44b5ef.thumbnail.0000000000_110x110@2x.jpg?v=1665892685,https://jngems.com/cdn/shop/products/image_b58614f4-ee24-4259-a725-d70d13811b53_110x110@2x.heic?v=1714620992,https://jngems.com/cdn/shop/products/image_72798e26-44ac-4cd7-a934-419588cb078c_110x110@2x.heic?v=1714620996,https://jngems.com/cdn/shop/products/214-carat-natural-blue-sapphire-499134_110x110@2x.jpg?v=1746414801",2025-09-02T05:29:47.230893+00:00
ceylon-sapphire,Collection: Sapphires,https://jngems.com/collections/ceylon-sapphire,https://jngems.com/products/2-14-carat-natural-blue-sapphire-round,2.14 carat Natural Blue Sapphire Round,J N Gems,"Rs 302,100.00",302100.0,,,LKR,True,False,2.14,Clean,7.91x7.88x4.01 mm,Intense Cornflower Blue,Round step,Sri Lanka,true,CGJ-78417,JNBS214,Blue Sapphire,,"Weight (carat): 2.14 Clarity: Clean Size: 7.91x7.88x4.01 mm Colour: Intense Cornflower Blue Shape and Cut: Round step Origin: Sri Lanka Heated: true Certificate: CGJ-78417 SKU: JNBS214 Blue Sapphire Cornflower Blue sapphire, Round mixed cut",6992880206033,40914964381905,http://jngems.com/cdn/shop/products/214-carat-natural-blue-sapphire-round-343651.jpg?v=1746414857,"https://jngems.com/cdn/shop/products/d6eda035e3f74ce69c701ca36e7c9748.thumbnail.0000000_530x530.jpg?v=1651562702,https://jngems.com/cdn/shop/products/214-carat-natural-blue-sapphire-round-343651_530x@2x.jpg?v=1746414857,https://jngems.com/cdn/shop/products/214-carat-natural-blue-sapphire-round-343651_110x110@2x.jpg?v=1746414857,https://jngems.com/cdn/shop/products/214-carat-natural-blue-sapphire-round-739731_110x110@2x.jpg?v=1746414857,https://jngems.com/cdn/shop/products/214-carat-natural-blue-sapphire-round-162493_110x110@2x.jpg?v=1746414858,https://jngems.com/cdn/shop/products/214-carat-natural-blue-sapphire-round-773285_110x110@2x.jpg?v=1746414857,https://jngems.com/cdn/shop/products/214-carat-natural-blue-sapphire-round-984534_110x110@2x.jpg?v=1746414857,https://jngems.com/cdn/shop/products/214-carat-natural-blue-sapphire-round-464836_110x110@2x.jpg?v=1746414857,https://jngems.com/cdn/shop/products/d6eda035e3f74ce69c701ca36e7c9748.thumbnail.0000000_110x110@2x.jpg?v=1651562702",2025-09-02T05:29:53.073685+00:00
ceylon-sapphire,Collection: Sapphires,https://jngems.com/collections/ceylon-sapphire,https://jngems.com/products/2-37carat-natural-blue-sapphire,2.37carat Natural Blue Sapphire,J N Gems,"Rs 191,100.00",191100.0,,,LKR,True,False,2.37,Eye clean,8.10x8.66x4.49 mm,Cornflower Blue,Pear -Step,Sri lanka,true,CGJ78418,JNBS237,Blue Sapphire,,"Weight (carat): 2.37 Clarity: Eye clean Size: 8.10x8.66x4.49 mm Colour: Cornflower Blue Shape and Cut: Pear -Step Origin: Sri lanka Heated: true Certificate: CGJ78418 SKU: JNBS237 Blue Sapphire Natural Blue Sapphire, pear shape,Cornflower blue",6992887808209,40914979815633,http://jngems.com/cdn/shop/products/237carat-natural-blue-sapphire-205162.jpg?v=1746414856,"https://jngems.com/cdn/shop/products/d99697c1fcd44113a608b9fee21f865b.thumbnail.0000000_530x530.jpg?v=1651563247,https://jngems.com/cdn/shop/products/237carat-natural-blue-sapphire-205162_530x@2x.jpg?v=1746414856,https://jngems.com/cdn/shop/products/237carat-natural-blue-sapphire-205162_110x110@2x.jpg?v=1746414856,https://jngems.com/cdn/shop/products/237carat-natural-blue-sapphire-954025_110x110@2x.jpg?v=1746414856,https://jngems.com/cdn/shop/products/237carat-natural-blue-sapphire-663768_110x110@2x.jpg?v=1746414856,https://jngems.com/cdn/shop/products/237carat-natural-blue-sapphire-740523_110x110@2x.jpg?v=1746414856,https://jngems.com/cdn/shop/products/d99697c1fcd44113a608b9fee21f865b.thumbnail.0000000_110x110@2x.jpg?v=1651563247",2025-09-02T05:29:55.277412+00:00
ceylon-sapphire,Collection: Sapphires,https://jngems.com/collections/ceylon-sapphire,https://jngems.com/products/natural-sapphires-mother-rock,Natural Sapphires Mother Rock,J N Gems,Rs 0.00,0.0,,,LKR,True,False,,,1 mm,,,Sri lanka,,,,Sapphires rock,,Weight (carat): Clarity: Size: 1 mm Colour: Shape and Cut: Origin: Sri lanka Heated: Certificate: SKU: Sapphires rock Natural Ceylon Sapphires Mother Rock from Rathanapura Gem mine,6876758081745,40566429450449,http://jngems.com/cdn/shop/products/natural-sapphires-mother-rock-843635.jpg?v=1746414914,"https://jngems.com/cdn/shop/products/88b008fcedd4418fac522a6158b088e0.thumbnail.0000000_530x530.jpg?v=1638627362,https://jngems.com/cdn/shop/products/natural-sapphires-mother-rock-843635_530x@2x.jpg?v=1746414914,https://jngems.com/cdn/shop/products/natural-sapphires-mother-rock-843635_110x110@2x.jpg?v=1746414914,https://jngems.com/cdn/shop/products/natural-sapphires-mother-rock-767808_110x110@2x.jpg?v=1746414913,https://jngems.com/cdn/shop/products/natural-sapphires-mother-rock-521454_110x110@2x.jpg?v=1746414913,https://jngems.com/cdn/shop/products/natural-sapphires-mother-rock-491444_110x110@2x.jpg?v=1746414913,https://jngems.com/cdn/shop/products/88b008fcedd4418fac522a6158b088e0.thumbnail.0000000_110x110@2x.jpg?v=1638627362",2025-09-02T05:29:57.530561+00:00
ceylon-sapphire,Collection: Sapphires,https://jngems.com/collections/ceylon-sapphire,https://jngems.com/products/1-50ct-natural-blue-sapphire,13.77 carat Natural Blue Sapphire,J N Gems,"Rs 3,390,300.00",3390300.0,,,LKR,True,False,13.77,Eye clean,14x13.20x7.3 mm,Medium Blue,Square cushion-Step,Sri lanka,true,,JNBS1377,Natural Blue Sapphire - 13.77 Carats,,"Weight (carat): 13.77 Clarity: Eye clean Size: 14x13.20x7.3 mm Colour: Medium Blue Shape and Cut: Square cushion-Step Origin: Sri lanka Heated: true Certificate: SKU: JNBS1377 Natural Blue Sapphire - 13.77 Carats Introducing an exquisite gem from JN Gems - Jagath Nilantha Gems: a stunning 13.77-carat Natural Blue Sapphire. This remarkable gemstone showcases a slightly windowed facet, adding a unique character to its already captivating allure. Renowned for their vivid blue hues and exceptional clarity, our Natural Blue Sapphires are hand-selected to ensure the highest quality. This particular gem, weighing 13.77 carats, exemplifies the beauty and brilliance that makes Ceylon sapphires world-famous. Ideal for creating a statement piece of jewelry, this sapphire's rich color and significant carat weight promise to be the centerpiece of any collection. Whether set in a ring, pendant, or bespoke creation, this Natural Blue Sapphire offers an unparalleled blend of luxury and elegance. At JN Gems, our commitment to authenticity and craftsmanship ensures that each gemstone we offer is a treasure to be cherished for a lifetime. Discover the unique beauty of this 13.77-carat Natural Blue Sapphire and let its legacy of brilliance become a part of your own.",6844220735697,40469961277649,http://jngems.com/cdn/shop/products/image.jpg?v=1714620536,"https://jngems.com/cdn/shop/products/image_530x@2x.jpg?v=1714620536,https://jngems.com/cdn/shop/products/image_110x110@2x.jpg?v=1714620536,https://jngems.com/cdn/shop/products/1377-carat-natural-blue-sapphire-311823_110x110@2x.jpg?v=1746414937,https://jngems.com/cdn/shop/products/1377-carat-natural-blue-sapphire-569977_110x110@2x.jpg?v=1746414937",2025-09-02T05:30:01.658492+00:00
ceylon-sapphire,Collection: Sapphires,https://jngems.com/collections/ceylon-sapphire,https://jngems.com/products/3-58ct-natural-padparadscha-sapphire,Padparadscha 3.58ct Natural Sapphire,J N Gems,"Rs 938,500.00",938500.0,,,LKR,True,False,3.58,Loupe Clean,11.5x8.4x5.4 mm,Orangish Pink,Pear Step,Sri Lanka,false,CGSB91505,,padparadscha sapphire,,"Weight (carat): 3.58 Clarity: Loupe Clean Size: 11.5x8.4x5.4 mm Colour: Orangish Pink Shape and Cut: Pear Step Origin: Sri Lanka Heated: false Certificate: CGSB91505 SKU: padparadscha sapphire This exquisite 3.68 carat padparadscha sapphire, cut into a pear shape with a drop step cut, radiates a captivating pinkish-orangish hue. Its unique coloration and expert cutting enhance its brilliance, making it a stunning choice for fine jewelry. This exceptional gemstone combines the elegance of its shape with the rare beauty of its vibrant color, perfect for creating a truly distinctive piece.",6825297707217,40409713049809,http://jngems.com/cdn/shop/products/padparadscha-358ct-natural-sapphire-804560.jpg?v=1746414922,"https://jngems.com/cdn/shop/products/padparadscha-358ct-natural-sapphire-804560_530x@2x.jpg?v=1746414922,https://jngems.com/cdn/shop/products/padparadscha-358ct-natural-sapphire-804560_110x110@2x.jpg?v=1746414922,https://jngems.com/cdn/shop/products/padparadscha-358ct-natural-sapphire-715314_110x110@2x.jpg?v=1746414922,https://jngems.com/cdn/shop/products/padparadscha-358ct-natural-sapphire-882509_110x110@2x.jpg?v=1746414922,https://jngems.com/cdn/shop/products/padparadscha-358ct-natural-sapphire-912607_110x110@2x.jpg?v=1746414922,https://jngems.com/cdn/shop/products/padparadscha-358ct-natural-sapphire-544490_110x110@2x.jpg?v=1746414922,https://jngems.com/cdn/shop/products/padparadscha-358ct-natural-sapphire-218597_110x110@2x.jpg?v=1746414923,https://jngems.com/cdn/shop/products/padparadscha-358ct-natural-sapphire-224760_110x110@2x.jpg?v=1746414923",2025-09-02T05:30:10.755062+00:00
