Gem Type,Variety,Carat Weight (ct),Cut/Shape,Colour,Clarity,Treatments,Asking Price (LKR),Final Selling Price (if available),"Dimensions (LxWxH, mm)",Certification Status,Date
Sapphire,Purple,0.75,Mixed Brilliant Round,Purple,Very Slightly Included,No Enhancement,73125.0,,5.72 x 5.73 x 2.98,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Pinkish Purple,0.23,Mixed Brilliant Oval,Pinkish Purple,Very Slightly Included,Heat Treated,10400.0,,4.65 x 3.67 x 2.78,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purple,0.27,Mixed Brilliant Round,Purple,Very Slightly Included,No Enhancement,43875.0,,3.74 x 3.74 x 2.72,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Pink,0.25,Mixed Brilliant Oval,Pink,Very Slightly Included,No Enhancement,32500.0,,4.21 x 3.23 x 2.35,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Bi Color,1.16,Mixed Brilliant Oval,Bi Color,Very Slightly Included,Heat Treated,105625.0,,6.2 x 4.86 x 4.64,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Pink,0.21,Mixed Brilliant Oval,Pink,Very Slightly Included,No Enhancement,27300.0,,3.72 x 2.9 x 2.61,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purplish Pink,0.67,Mixed Brilliant Oval,Purplish Pink,Very Slightly Included,Heat Treated,30550.0,,6.25 x 5.01 x 2.46,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Pink,0.24,Mixed Brilliant Oval,Pink,Very Slightly Included,No Enhancement,31200.0,,3.89 x 3.09 x 2.53,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,0.34,Step Cut Fancy,Blue,Very Slightly Included,No Enhancement,55250.0,,4.39 x 3.9 x 2.47,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purple,0.45,Mixed Brilliant Round,Purple,Very Slightly Included,No Enhancement,80600.0,,4.33 x 4.26 x 3.09,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Greyish Blue,0.3,Step Cut Fancy,Greyish Blue,Very Slightly Included,No Enhancement,48750.0,,4.28 x 3.65 x 2.67,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Yellow,0.58,Radiant Cut Radiant,Yellow,Eye Clean,Heat Treated,47125.0,,5.96 x 4.04 x 2.82,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Bluish Grey,0.76,Modified Brilliant Round,Bluish Grey,Very Slightly Included,No Enhancement,284050.0,,5.41 x 5.36 x 3.69,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,0.27,Step Cut Fancy,Blue,Very Slightly Included,Heat Treated,43875.0,,4.34 x 3.72 x 2.42,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purple,0.55,Mixed Brilliant Round,Purple,Very Slightly Included,No Enhancement,53625.0,,5.24 x 5.21 x 2.91,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purple,0.34,Mixed Brilliant Round,Purple,Eye Clean,No Enhancement,55250.0,,4.08 x 4.09 x 2.62,Certified by Natural Sapphire Company,2025-09-06
Sapphire,White,0.37,Mixed Brilliant Round,White,Very Slightly Included,Heat Treated,48100.0,,4.37 x 4.29 x 2.78,Certified by Natural Sapphire Company,2025-09-06
Sapphire,White,1.1,Mixed Brilliant Round,White,Very Slightly Included,Heat Treated,107250.0,,6.5 x 6.51 x 3.85,Certified by Natural Sapphire Company,2025-09-06
Sapphire,White,1.0,Mixed Brilliant Round,White,Very Slightly Included,Heat Treated,97500.0,,5.78 x 5.78 x 4.08,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Greenish Yellow,2.5,Emerald Cut Emerald Cut,Greenish Yellow,Eye Clean,No Enhancement,1137500.0,,8.96 x 6.86 x 3.95,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Bi Color,3.96,Mixed Brilliant Cushion,Bi Color,Slightly Included,No Enhancement,1702350.0,,8.06 x 7.98 x 6.42,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Orangish Yellow,2.09,Radiant Cut Radiant,Orangish Yellow,Very Slightly Included,No Enhancement,917150.0,,7.17 x 6.1 x 5.08,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,0.28,Step Cut Fancy,Blue,Very Slightly Included,Heat Treated,45500.0,,4.31 x 3.56 x 2.49,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Violet,2.01,Mixed Brilliant Round,Violet,Eye Clean,No Enhancement,975000.0,,7.28 x 7.28 x 5.2,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Bi Color,0.38,Mixed Brilliant Oval,Bi Color,Very Slightly Included,No Enhancement,61750.0,,4.9 x 3.35 x 2.49,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purple,0.43,Mixed Brilliant Round,Purple,Very Slightly Included,Heat Treated,30875.0,,4.61 x 4.57 x 2.93,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Yellowish Green,1.81,Mixed Brilliant Cushion,Yellowish Green,Eye Clean,No Enhancement,389350.0,,8.02 x 6.29 x 3.85,Certified by Natural Sapphire Company,2025-09-06
Sapphire,White,0.96,Mixed Brilliant Round,White,Very Slightly Included,Heat Treated,62400.0,,6.04 x 6.05 x 3.89,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Yellow,1.73,Emerald Cut Emerald Cut,Yellow,Eye Clean,No Enhancement,590525.0,,7.88 x 6.06 x 3.6,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Greenish Yellow,1.62,Radiant Cut Radiant,Greenish Yellow,Very Slightly Included,No Enhancement,194675.0,,7.75 x 5.9 x 3.66,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purplish Pink,4.65,Mixed Brilliant Round,Purplish Pink,Very Slightly Included,No Enhancement,3211325.0,,9.5 x 9.43 x 6.81,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purple,0.23,Mixed Brilliant Round,Purple,Very Slightly Included,No Enhancement,37375.0,,3.81 x 3.86 x 2.25,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purplish Blue,4.33,Mixed Brilliant Round,Purplish Blue,Eye Clean,Heat Treated,3947450.0,,9.26 x 9.17 x 6.55,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Padparadscha,2.07,Mixed Brilliant Oval,Padparadscha,Very Slightly Included,No Enhancement,1143675.0,,9.41 x 5.63 x 4.05,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Violet,1.3,Mixed Brilliant Round,Violet,Very Slightly Included,No Enhancement,169000.0,,6.19 x 6.2 x 4.26,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purple,1.12,Mixed Brilliant Round,Purple,Very Slightly Included,No Enhancement,218400.0,,6.28 x 6.22 x 3.48,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Greenish Yellow,1.98,Mixed Brilliant Cushion,Greenish Yellow,Very Slightly Included,No Enhancement,637000.0,,8.27 x 6.82 x 4.14,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Yellowish Orange,8.2,Mixed Brilliant Cushion,Yellowish Orange,Eye Clean,No Enhancement,17389125.0,,12.21 x 10.48 x 6.57,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Yellow,10.87,Mixed Brilliant Oval,Yellow,Very Slightly Included,Heat Treated,5829200.0,,15.97 x 12.8 x 6.45,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Pinkish Purple,2.03,Mixed Brilliant Heart,Pinkish Purple,Very Slightly Included,No Enhancement,1154725.0,,6.76 x 7.89 x 4.39,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purplish Pink,1.1,Mixed Brilliant Oval,Purplish Pink,Eye Clean,No Enhancement,822250.0,,7.63 x 5.98 x 3.3,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purplish Pink,2.04,Radiant Cut Radiant,Purplish Pink,Very Slightly Included,No Enhancement,1193400.0,,8.12 x 6.51 x 4.07,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Yellowish Green,1.67,Asscher Asscher - Octagon,Yellowish Green,Very Slightly Included,No Enhancement,542750.0,,6.95 x 6.93 x 3.9,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Greenish Yellow,1.94,Asscher Asscher - Octagon,Greenish Yellow,Very Slightly Included,No Enhancement,693550.0,,7.61 x 7.6 x 3.9,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Greenish Yellow,1.34,Mixed Brilliant Cushion,Greenish Yellow,Very Slightly Included,No Enhancement,431275.0,,6.9 x 6.23 x 3.77,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Yellowish Orange,13.9,Mixed Brilliant Cushion,Yellowish Orange,Eye Clean,Heat Treated,10249200.0,,14.1 x 11.87 x 8.91,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Pinkish Purple,2.5,Emerald Cut Emerald Cut,Pinkish Purple,Eye Clean,No Enhancement,3038750.0,,9.24 x 6.1 x 4.69,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purplish Pink,2.09,Mixed Brilliant Oval,Purplish Pink,Eye Clean,Heat Treated,1508000.0,,8.64 x 6.69 x 4.24,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Yellowish Green,2.43,Mixed Brilliant Oval,Yellowish Green,Eye Clean,Heat Treated,631800.0,,9.2 x 6.37 x 5.33,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purplish Pink,2.28,Mixed Brilliant Round,Purplish Pink,Very Slightly Included,No Enhancement,3023150.0,,7.86 x 7.65 x 4.84,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purplish Pink,2.35,Mixed Brilliant Cushion,Purplish Pink,Very Slightly Included,Heat Treated,744575.0,,8.5 x 6.11 x 5.12,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Pinkish Purple,1.53,Emerald Cut Emerald Cut,Pinkish Purple,Very Slightly Included,Heat Treated,646425.0,,7.68 x 5.6 x 3.95,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purplish Pink,3.04,Mixed Brilliant Round,Purplish Pink,Eye Clean,No Enhancement,4199000.0,,8.69 x 8.56 x 5.08,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purplish Blue,1.36,Asscher Asscher - Octagon,Purplish Blue,Very Slightly Included,Heat Treated,1060800.0,,5.97 x 5.97 x 3.94,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Yellowish Orange,9.22,Radiant Cut Radiant,Yellowish Orange,Very Slightly Included,Heat Treated,3311100.0,,12.12 x 10.3 x 7.69,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Pinkish Purple,2.54,Mixed Brilliant Round,Pinkish Purple,Very Slightly Included,No Enhancement,3367975.0,,8.19 x 8.13 x 4.82,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purplish Pink,4.86,Mixed Brilliant Oval,Purplish Pink,Very Slightly Included,No Enhancement,4833400.0,,10.23 x 9.1 x 5.52,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purplish Pink,3.1,Mixed Brilliant Oval,Purplish Pink,Slightly Included,Heat Treated,1491100.0,,8.87 x 7.08 x 5.36,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Yellowish Brown,1.96,Mixed Brilliant Cushion,Yellowish Brown,Very Slightly Included,No Enhancement,573300.0,,7.0 x 6.79 x 4.67,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Bi Color,1.49,Radiant Cut Radiant,Bi Color,Very Slightly Included,Heat Treated,290550.0,,6.18 x 5.63 x 4.21,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Bi Color,1.27,Mixed Brilliant Oval,Bi Color,Very Slightly Included,Heat Treated,123825.0,,8.0 x 5.72 x 3.5,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Pinkish Purple,2.54,Asscher Asscher - Octagon,Pinkish Purple,Eye Clean,Heat Treated,2806700.0,,8.05 x 7.44 x 4.52,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Yellowish Green,6.05,Mixed Brilliant Pear,Yellowish Green,Very Slightly Included,Heat Treated,1800500.0,,13.57 x 8.88 x 6.24,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purple,0.58,Mixed Brilliant Round,Purple,Very Slightly Included,No Enhancement,75400.0,,5.15 x 5.11 x 3.02,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Orangish Yellow,2.68,Mixed Brilliant Round,Orangish Yellow,Eye Clean,Heat Treated,1208675.0,,8.07 x 7.93 x 5.27,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Pinkish Purple,2.06,Mixed Brilliant Round,Pinkish Purple,Very Slightly Included,No Enhancement,2415075.0,,7.52 x 7.46 x 4.35,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Violet,1.52,Mixed Brilliant Round,Violet,Very Slightly Included,No Enhancement,98800.0,,6.11 x 6.07 x 4.76,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Padparadscha,0.38,Mixed Brilliant Round,Padparadscha,Very Slightly Included,Heat Treated,74100.0,,4.14 x 4.07 x 3.01,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Orangish Yellow,2.19,Asscher Asscher - Octagon,Orangish Yellow,Eye Clean,Heat Treated,1067625.0,,6.8 x 6.71 x 4.65,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purple,0.7,Mixed Brilliant Round,Purple,Very Slightly Included,No Enhancement,91000.0,,5.24 x 5.27 x 3.26,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Bi Color,0.89,Mixed Brilliant Oval,Bi Color,Very Slightly Included,Heat Treated,80925.0,,6.1 x 5.11 x 3.48,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purple,0.29,Mixed Brilliant Round,Purple,Very Slightly Included,No Enhancement,47125.0,,3.84 x 3.84 x 2.62,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Greenish Yellow,1.78,Mixed Brilliant Oval,Greenish Yellow,Very Slightly Included,No Enhancement,572650.0,,8.68 x 6.74 x 3.87,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Violet,1.31,Mixed Brilliant Round,Violet,Very Slightly Included,No Enhancement,170300.0,,6.29 x 6.28 x 4.43,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Yellowish Brown,2.3,Mixed Brilliant Cushion,Yellowish Brown,Very Slightly Included,Heat Treated,672750.0,,8.52 x 6.39 x 4.41,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Violet,0.85,Mixed Brilliant Round,Violet,Very Slightly Included,No Enhancement,110500.0,,5.85 x 5.89 x 3.29,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Color Change,0.61,Mixed Brilliant Cushion,Color Change,Very Slightly Included,No Enhancement,79300.0,,5.34 x 3.93 x 3.02,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purple,0.36,Mixed Brilliant Round,Purple,Very Slightly Included,No Enhancement,46800.0,,3.91 x 3.96 x 2.67,Certified by Natural Sapphire Company,2025-09-06
Sapphire,White,2.02,Mixed Brilliant Cushion,White,Eye Clean,Heat Treated,656500.0,,7.29 x 6.3 x 4.97,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Yellowish Brown,2.64,Mixed Brilliant Oval,Yellowish Brown,Very Slightly Included,No Enhancement,849550.0,,9.64 x 7.67 x 4.71,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Greenish Blue,1.56,Mixed Brilliant Trillion,Greenish Blue,Eye Clean,Heat Treated,684450.0,,7.16 x 7.69 x 3.72,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,0.73,Mixed Brilliant Cushion,Blue,Very Slightly Included,No Enhancement,80600.0,,4.76 x 4.55 x 3.84,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,0.63,Mixed Brilliant Cushion,Blue,Very Slightly Included,No Enhancement,81900.0,,5.69 x 3.86 x 3.12,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,0.88,Mixed Brilliant Cushion,Blue,Very Slightly Included,Heat Treated,100100.0,,6.04 x 4.75 x 3.97,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,0.7,Mixed Brilliant Cushion,Blue,Eye Clean,Heat Treated,79625.0,,5.13 x 5.09 x 3.52,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Bi Color,1.6,Radiant Cut Radiant,Bi Color,Very Slightly Included,Heat Treated,383825.0,,7.02 x 6.36 x 3.91,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,0.41,Mixed Brilliant Cushion,Blue,Eye Clean,No Enhancement,79950.0,,4.49 x 4.24 x 2.42,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,0.36,Mixed Brilliant Cushion,Blue,Very Slightly Included,No Enhancement,46800.0,,4.39 x 3.81 x 2.6,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Violet,1.1,Mixed Brilliant Round,Violet,Very Slightly Included,No Enhancement,143000.0,,6.12 x 6.15 x 3.76,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Violet,2.77,Mixed Brilliant Cushion,Violet,Very Slightly Included,No Enhancement,1332500.0,,8.6 x 7.55 x 4.9,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purple,0.71,Mixed Brilliant Round,Purple,Very Slightly Included,No Enhancement,46150.0,,5.14 x 5.18 x 3.46,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Violet,1.42,Mixed Brilliant Round,Violet,Very Slightly Included,No Enhancement,184600.0,,6.72 x 6.69 x 3.91,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,0.7,Mixed Brilliant Cushion,Blue,Very Slightly Included,No Enhancement,79625.0,,6.37 x 4.44 x 2.28,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Violet,1.22,Mixed Brilliant Round,Violet,Very Slightly Included,No Enhancement,237900.0,,6.75 x 6.7 x 3.43,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Violet,1.46,Mixed Brilliant Round,Violet,Slightly Included,No Enhancement,284700.0,,6.98 x 6.99 x 4.11,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,0.59,Mixed Brilliant Cushion,Blue,Very Slightly Included,No Enhancement,95875.0,,5.76 x 4.05 x 2.75,Certified by Natural Sapphire Company,2025-09-06
Sapphire,White,1.04,Mixed Brilliant Round,White,Very Slightly Included,Heat Treated,118300.0,,6.45 x 6.46 x 3.67,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,0.62,Mixed Brilliant Cushion,Blue,Very Slightly Included,No Enhancement,80600.0,,6.8 x 4.05 x 2.4,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Padparadscha,0.59,Mixed Brilliant Round,Padparadscha,Very Very Slightly Included,Heat Treated,153400.0,,5.01 x 4.86 x 3.46,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Yellowish Green,1.77,Mixed Brilliant Oval,Yellowish Green,Very Slightly Included,No Enhancement,569400.0,,9.0 x 6.5 x 3.43,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Bluish Green,3.14,Mixed Brilliant Oval,Bluish Green,Very Slightly Included,No Enhancement,2076750.0,,9.41 x 7.84 x 5.27,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purple,0.99,Mixed Brilliant Round,Purple,Very Slightly Included,No Enhancement,193050.0,,5.63 x 5.61 x 3.96,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Bluish Green,5.03,Mixed Brilliant Round,Bluish Green,Eye Clean,Heat Treated,2570750.0,,10.68 x 10.62 x 5.61,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Bluish Green,1.55,Asscher Asscher - Octagon,Bluish Green,Eye Clean,Heat Treated,705250.0,,6.69 x 6.08 x 3.9,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purple,1.46,Mixed Brilliant Round,Purple,Very Slightly Included,No Enhancement,189800.0,,6.65 x 6.67 x 4.19,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purple,0.23,Mixed Brilliant Round,Purple,Very Slightly Included,No Enhancement,29900.0,,3.41 x 3.38 x 2.33,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purple,1.49,Mixed Brilliant Round,Purple,Very Slightly Included,No Enhancement,193700.0,,6.7 x 6.74 x 4.3,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purple,1.51,Mixed Brilliant Round,Purple,Very Slightly Included,No Enhancement,196300.0,,6.66 x 6.66 x 4.16,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Bluish Green,1.18,Mixed Brilliant Round,Bluish Green,Very Slightly Included,Heat Treated,306800.0,,6.1 x 5.93 x 4.01,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Violet,0.75,Mixed Brilliant Round,Violet,Very Slightly Included,No Enhancement,73125.0,,5.54 x 5.52 x 3.24,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purple,0.55,Mixed Brilliant Round,Purple,Very Slightly Included,No Enhancement,125125.0,,5.06 x 5.03 x 2.93,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,5.91,Emerald Cut Emerald Cut,Blue,Very Slightly Included,Heat Treated,13397150.0,,12.02 x 8.94 x 5.28,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purple,0.6,Mixed Brilliant Round,Purple,Very Slightly Included,No Enhancement,78000.0,,4.74 x 4.72 x 3.42,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Peach,0.55,Mixed Brilliant Cushion,Peach,Very Very Slightly Included,Heat Treated,71500.0,,4.91 x 4.5 x 2.91,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purple,1.05,Mixed Brilliant Round,Purple,Very Slightly Included,No Enhancement,273000.0,,6.49 x 6.43 x 3.4,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purple,1.11,Mixed Brilliant Round,Purple,Eye Clean,No Enhancement,180375.0,,5.6 x 5.63 x 4.45,Certified by Natural Sapphire Company,2025-09-06
Sapphire,White,0.84,Mixed Brilliant Round,White,Very Slightly Included,Heat Treated,40950.0,,5.59 x 5.54 x 3.82,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,1.76,Mixed Brilliant Oval,Blue,Very Slightly Included,No Enhancement,1904825.0,,7.16 x 5.32 x 5.2,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purple,0.52,Mixed Brilliant Round,Purple,Very Slightly Included,No Enhancement,84500.0,,5.53 x 5.41 x 2.53,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Pink,0.78,Mixed Brilliant Pear,Pink,Very Slightly Included,No Enhancement,139425.0,,6.68 x 4.91 x 3.28,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Violet,2.13,Mixed Brilliant Round,Violet,Very Slightly Included,No Enhancement,415350.0,,8.14 x 8.12 x 4.33,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,16.75,Mixed Brilliant Oval,Blue,Eye Clean,Heat Treated,24986975.0,,15.69 x 13.33 x 8.8,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Bluish Green,1.07,Emerald Cut Emerald Cut,Bluish Green,Very Slightly Included,Heat Treated,208650.0,,6.01 x 5.21 x 3.56,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Violet,1.24,Mixed Brilliant Round,Violet,Very Slightly Included,Heat Treated,322400.0,,6.64 x 6.61 x 3.77,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purple,1.14,Mixed Brilliant Round,Purple,Very Slightly Included,No Enhancement,111150.0,,6.02 x 6.02 x 4.06,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Violet,1.68,Mixed Brilliant Round,Violet,Very Slightly Included,No Enhancement,327600.0,,6.75 x 6.74 x 4.95,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Violet,2.17,Mixed Brilliant Round,Violet,Very Slightly Included,No Enhancement,455650.0,,7.44 x 7.43 x 4.63,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purple,1.45,Mixed Brilliant Round,Purple,Very Slightly Included,No Enhancement,471250.0,,6.61 x 6.53 x 4.37,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purple,1.11,Mixed Brilliant Round,Purple,Very Slightly Included,No Enhancement,216450.0,,5.97 x 5.97 x 4.18,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Violet,1.46,Mixed Brilliant Round,Violet,Very Slightly Included,No Enhancement,189800.0,,6.96 x 6.89 x 4.08,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,0.95,Radiant Cut Radiant,Blue,Very Slightly Included,No Enhancement,277875.0,,6.97 x 4.96 x 2.87,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purple,0.97,Mixed Brilliant Round,Purple,Slightly Included,Heat Treated,97825.0,,6.15 x 6.16 x 3.4,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,1.01,Mixed Brilliant Cushion,Blue,Very Slightly Included,No Enhancement,279175.0,,6.35 x 5.82 x 3.31,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,1.81,Mixed Brilliant Pear,Blue,Eye Clean,No Enhancement,903500.0,,7.89 x 5.52 x 4.92,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Bluish Green,1.25,Mixed Brilliant Cushion,Bluish Green,Eye Clean,Heat Treated,365625.0,,5.84 x 5.34 x 4.14,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purple,1.07,Mixed Brilliant Round,Purple,Very Slightly Included,No Enhancement,208650.0,,6.16 x 6.21 x 3.65,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purple,0.42,Mixed Brilliant Round,Purple,Very Slightly Included,No Enhancement,68250.0,,4.14 x 4.12 x 3.42,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,5.52,Mixed Brilliant Oval,Blue,Eye Clean,Heat Treated,9472450.0,,11.28 x 9.5 x 6.07,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,1.06,Radiant Cut Radiant,Blue,Eye Clean,Heat Treated,206700.0,,6.57 x 5.09 x 3.32,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,2.29,Mixed Brilliant Cushion,Blue,Eye Clean,Heat Treated,3036475.0,,7.86 x 6.57 x 4.93,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,1.29,Mixed Brilliant Oval,Blue,Eye Clean,Heat Treated,293475.0,,6.36 x 5.9 x 4.37,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,0.98,Mixed Brilliant Oval,Blue,Eye Clean,Heat Treated,191100.0,,6.5 x 4.98 x 3.78,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,0.58,Mixed Brilliant Oval,Blue,Slightly Included,Heat Treated,113100.0,,5.18 x 3.9 x 3.53,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,2.04,Mixed Brilliant Round,Blue,Eye Clean,Heat Treated,3944850.0,,7.57 x 7.52 x 4.66,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,2.48,Mixed Brilliant Oval,Blue,Eye Clean,Heat Treated,2236650.0,,8.54 x 6.54 x 5.04,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,2.31,Asscher Asscher - Octagon,Blue,Very Slightly Included,Heat Treated,2807675.0,,7.39 x 7.17 x 5.06,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,2.36,Mixed Brilliant Cushion,Blue,Very Slightly Included,Heat Treated,3259750.0,,7.92 x 6.82 x 4.73,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,0.87,Mixed Brilliant Oval,Blue,Eye Clean,Heat Treated,169650.0,,6.72 x 3.98 x 3.97,Certified by Natural Sapphire Company,2025-09-06
